task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
10009,"Occupation: Recreational Vehicle Service Technicians. List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams..",1,3115,Mechanical Engineering Technicians,0.6021386981010437,0.6021386981010437,3115,0.012569725513458252,True
1001,Occupation: Human Resources Managers. Prepare and follow budgets for personnel operations..,1,1349,Professional Services Managers Not Elsewhere Classified,0.5701274871826172,0.5701274871826172,1349,0.005144953727722168,True
10010,"Occupation: Recreational Vehicle Service Technicians. Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures..",1,3131,Power Production Plant Operators,0.6086196899414062,0.6086196899414062,3131,0.0019501447677612305,True
10011,"Occupation: Recreational Vehicle Service Technicians. Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks..",1,7126,Plumbers and Pipe Fitters,0.7135738134384155,0.7135738134384155,7126,0.12644171714782715,True
10012,"Occupation: Recreational Vehicle Service Technicians. Remove damaged exterior panels, and repair and replace structural frame members..",1,9622,Odd Job Persons,0.5271298885345459,0.5271298885345459,9622,0.0014636516571044922,True
10013,"Occupation: Recreational Vehicle Service Technicians. Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary..",1,7523,Woodworking Machine Tool Setters and Operators,0.40691208839416504,0.40691208839416504,7523,0.022005081176757812,True
10014,"Occupation: Recreational Vehicle Service Technicians. Repair leaks with caulking compound or replace pipes, using pipe wrenches..",1,7126,Plumbers and Pipe Fitters,0.4479590952396393,0.4479590952396393,7126,0.1239672601222992,True
10015,"Occupation: Recreational Vehicle Service Technicians. Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes..",1,7132,Spray Painters and Varnishers,0.645815372467041,0.645815372467041,7132,0.013057887554168701,True
10016,"Occupation: Recreational Vehicle Service Technicians. Reset hardware, using chisels, mallets, and screwdrivers..",1,7421,Electronics Mechanics and Servicers,0.3620290160179138,0.3620290160179138,7421,0.0471077561378479,True
10017,"Occupation: Recreational Vehicle Service Technicians. Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers..",1,9321,Hand Packers,0.49106019735336304,0.49106019735336304,9321,0.02526792883872986,True
10018,"Occupation: Electrical and Electronic Equipment Assemblers. Inspect or test wiring installations, assemblies, or circuits for resistance factors or for operation, and record results..",1,7411,Building and Related Electricians,0.593637228012085,0.593637228012085,7411,0.026768207550048828,True
10019,"Occupation: Electrical and Electronic Equipment Assemblers. Assemble electrical or electronic systems or support structures and install components, units, subassemblies, wiring, or assembly casings, using rivets, bolts, soldering or micro-welding equipment..",1,8212,Electrical and Electronic Equipment Assemblers,0.8169002532958984,0.8169002532958984,8212,0.030766963958740234,True
1002,"Occupation: Human Resources Managers. Develop, administer, and evaluate applicant tests..",1,2519,Software and Applications Developers and Analysts Not Elsewhere Classified,0.6434953212738037,0.6434953212738037,2519,0.052117228507995605,True
10020,"Occupation: Electrical and Electronic Equipment Assemblers. Adjust, repair, or replace electrical or electronic components to correct defects and to ensure conformance to specifications..",1,7412,Electrical Mechanics and Fitters,0.7682512998580933,0.7682512998580933,7412,0.004169762134552002,True
10021,"Occupation: Electrical and Electronic Equipment Assemblers. Clean parts, using cleaning solutions, air hoses, and cloths..",1,9129,Other Cleaning Workers,0.6022576093673706,0.6022576093673706,9129,0.006686568260192871,True
10022,"Occupation: Electrical and Electronic Equipment Assemblers. Read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions..",1,3115,Mechanical Engineering Technicians,0.585058867931366,0.585058867931366,3115,0.00019693374633789062,True
10023,Occupation: Electrical and Electronic Equipment Assemblers. Mark and tag components so that stock inventory can be tracked and identified..,1,4321,Stock Clerks,0.6337697505950928,0.6337697505950928,4321,0.11338931322097778,True
10024,"Occupation: Electrical and Electronic Equipment Assemblers. Position, align, or adjust workpieces or electrical parts to facilitate wiring or assembly..",1,8212,Electrical and Electronic Equipment Assemblers,0.7372974157333374,0.7372974157333374,8212,0.05886220932006836,True
10025,"Occupation: Electrical and Electronic Equipment Assemblers. Pack finished assemblies for shipment, and transport them to storage areas, using hoists or handtrucks..",1,9333,Freight Handlers,0.7160888314247131,0.7160888314247131,9333,0.06762301921844482,True
10026,Occupation: Electrical and Electronic Equipment Assemblers. Confer with supervisors or engineers to plan or review work activities or to resolve production problems..,1,3122,Manufacturing Supervisors,0.6602452397346497,0.6602452397346497,3122,0.0215451717376709,True
10027,Occupation: Electrical and Electronic Equipment Assemblers. Explain assembly procedures or techniques to other workers..,1,8219,Assemblers Not Elsewhere Classified,0.6706465482711792,0.6706465482711792,8219,0.016528010368347168,True
10028,Occupation: Electrical and Electronic Equipment Assemblers. Measure and adjust voltages to specified values to determine operational accuracy of instruments..,1,7311,Precision-instrument Makers and Repairers,0.5986082553863525,0.5986082553863525,7311,0.09516757726669312,True
10029,"Occupation: Electrical and Electronic Equipment Assemblers. Fabricate or form parts, coils, or structures according to specifications, using drills, calipers, cutters, or saws..",1,7222,Toolmakers and Related Workers,0.7047426700592041,0.7047426700592041,7222,0.019667506217956543,True
1003,"Occupation: Human Resources Managers. Oversee the evaluation, classification, and rating of occupations and job positions..",1,2423,Personnel and Careers Professionals,0.7103689312934875,0.7103689312934875,2423,0.021243393421173096,True
10030,"Occupation: Electrical and Electronic Equipment Assemblers. Drill or tap holes in specified equipment locations to mount control units or to provide openings for elements, wiring, or instruments..",1,8113,Well Drillers and Borers and Related Workers,0.6179210543632507,0.6179210543632507,8113,0.025187134742736816,True
10031,"Occupation: Electrical and Electronic Equipment Assemblers. Complete, review, or maintain production, time, or component waste reports..",1,4322,Production Clerks,0.6611595153808594,0.6611595153808594,4322,0.04309952259063721,True
10033,"Occupation: Electrical and Electronic Equipment Assemblers. Instruct customers in the installation, repair, or maintenance of products..",1,5223,Shop Sales Assistants,0.7134713530540466,0.7134713530540466,5223,0.012427747249603271,True
10034,"Occupation: Electrical and Electronic Equipment Assemblers. Distribute materials, supplies, or subassemblies to work areas..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.6244055032730103,0.6244055032730103,9329,0.023144960403442383,True
10035,"Occupation: Structural Metal Fabricators and Fitters. Position, align, fit, and weld parts to form complete units or subunits, following blueprints and layout specifications, and using jigs, welding torches, and hand tools..",1,7222,Toolmakers and Related Workers,0.7474325895309448,0.7474325895309448,7222,0.0037841796875,True
10036,"Occupation: Structural Metal Fabricators and Fitters. Verify conformance of workpieces to specifications, using squares, rulers, and measuring tapes..",1,7543,Product Graders and Testers (except Foods and Beverages),0.57860267162323,0.57860267162323,7543,0.009727716445922852,True
10037,Occupation: Structural Metal Fabricators and Fitters. Tack-weld fitted parts together..,1,7115,Carpenters and Joiners,0.436015248298645,0.436015248298645,7115,0.0011179447174072266,True
10038,Occupation: Structural Metal Fabricators and Fitters. Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met..,1,7213,Sheet Metal Workers,0.7314811944961548,0.7314811944961548,7213,0.006721973419189453,True
10039,"Occupation: Structural Metal Fabricators and Fitters. Align and fit parts according to specifications, using jacks, turnbuckles, wedges, drift pins, pry bars, and hammers..",1,7222,Toolmakers and Related Workers,0.5588347315788269,0.5588347315788269,7222,0.017798244953155518,True
1004,"Occupation: Human Resources Managers. Study legislation, arbitration decisions, and collective bargaining contracts to assess industry trends..",1,2421,Management and Organization Analysts,0.505687952041626,0.505687952041626,2421,0.014473110437393188,True
10040,"Occupation: Structural Metal Fabricators and Fitters. Locate and mark workpiece bending and cutting lines, allowing for stock thickness, machine and welding shrinkage, and other component specifications..",1,7222,Toolmakers and Related Workers,0.652923583984375,0.652923583984375,7222,0.05069625377655029,True
10041,"Occupation: Structural Metal Fabricators and Fitters. Position or tighten braces, jacks, clamps, ropes, or bolt straps, or bolt parts in position for welding or riveting..",1,7215,Riggers and Cable Splicers,0.6735926866531372,0.6735926866531372,7215,0.029696881771087646,True
10042,Occupation: Structural Metal Fabricators and Fitters. Study engineering drawings and blueprints to determine materials requirements and task sequences..,1,2142,Civil Engineers,0.6188245415687561,0.6188245415687561,2142,0.005545675754547119,True
10043,"Occupation: Structural Metal Fabricators and Fitters. Move parts into position, manually or with hoists or cranes..",1,7215,Riggers and Cable Splicers,0.5641385316848755,0.5641385316848755,7215,0.018903732299804688,True
10044,"Occupation: Structural Metal Fabricators and Fitters. Set up and operate fabricating machines, such as brakes, rolls, shears, flame cutters, grinders, and drill presses, to bend, cut, form, punch, drill, or otherwise form and assemble metal components..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7972917556762695,0.7972917556762695,7223,0.039023399353027344,True
10045,"Occupation: Structural Metal Fabricators and Fitters. Hammer, chip, and grind workpieces to cut, bend, and straighten metal..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7439928650856018,0.7439928650856018,7223,0.025167882442474365,True
10046,"Occupation: Structural Metal Fabricators and Fitters. Smooth workpiece edges and fix taps, tubes, and valves..",1,7222,Toolmakers and Related Workers,0.5165271162986755,0.5165271162986755,7222,0.021119683980941772,True
10047,"Occupation: Structural Metal Fabricators and Fitters. Design and construct templates and fixtures, using hand tools..",1,7222,Toolmakers and Related Workers,0.5783956050872803,0.5783956050872803,7222,0.01393347978591919,True
10048,"Occupation: Structural Metal Fabricators and Fitters. Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers..",1,7115,Carpenters and Joiners,0.33642950654029846,0.33642950654029846,7115,0.017422348260879517,True
10049,"Occupation: Structural Metal Fabricators and Fitters. Mark reference points onto floors or face blocks and transpose them to workpieces, using measuring devices, squares, chalk, and soapstone..",1,3118,Draughtspersons,0.49538564682006836,0.49538564682006836,3118,0.03655683994293213,True
1005,"Occupation: Human Resources Managers. Develop or administer special projects in areas such as pay equity, savings bond programs, day care, and employee awards..",1,1219,Business Services and Administration Managers Not Elsewhere Classified,0.6914272904396057,0.6914272904396057,1219,0.022346436977386475,True
10050,"Occupation: Structural Metal Fabricators and Fitters. Set up face blocks, jigs, and fixtures..",1,7115,Carpenters and Joiners,0.5032428503036499,0.5032428503036499,7115,0.01625239849090576,True
10051,"Occupation: Structural Metal Fabricators and Fitters. Remove high spots and cut bevels, using hand files, portable grinders, and cutting torches..",1,7224,"Metal Polishers, Wheel Grinders and Tool Sharpeners",0.42733821272850037,0.42733821272850037,7224,0.039837151765823364,True
10052,Occupation: Structural Metal Fabricators and Fitters. Direct welders to build up low spots or short pieces with weld..,1,7212,Welders and Flame Cutters,0.6538523435592651,0.6538523435592651,7212,0.07154244184494019,True
10053,"Occupation: Structural Metal Fabricators and Fitters. Lift or move materials and finished products, using large cranes..",1,8343,"Crane, hoist and related plant operators",0.7058999538421631,0.7058999538421631,8343,0.06844508647918701,True
10054,"Occupation: Structural Metal Fabricators and Fitters. Heat-treat parts, using acetylene torches..",1,7212,Welders and Flame Cutters,0.6173937916755676,0.6173937916755676,7212,0.09722155332565308,True
10055,"Occupation: Structural Metal Fabricators and Fitters. Preheat workpieces to make them malleable, using hand torches or furnaces..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.4923168420791626,0.4923168420791626,7221,0.007122546434402466,True
10056,"Occupation: Structural Metal Fabricators and Fitters. Install boilers, containers, and other structures..",1,8182,Steam Engine and Boiler Operators,0.5812923908233643,0.5812923908233643,8182,0.045316100120544434,True
10057,Occupation: Structural Metal Fabricators and Fitters. Erect ladders and scaffolding to fit together large assemblies..,1,7215,Riggers and Cable Splicers,0.5967744588851929,0.5967744588851929,7215,0.024383485317230225,True
10058,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Observe, feel, taste, or otherwise examine products during and after processing to ensure conformance to standards..",1,7543,Product Graders and Testers (except Foods and Beverages),0.7463029623031616,0.7463029623031616,7543,0.004421055316925049,True
10059,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Observe temperature, humidity, pressure gauges, and product samples and adjust controls, such as thermostats and valves, to maintain prescribed operating conditions for specific stages..",1,3134,Petroleum and Natural Gas Refining Plant Operators,0.7634940147399902,0.7634940147399902,3134,0.0017908811569213867,True
1006,Occupation: Human Resources Managers. Provide terminated employees with outplacement or relocation assistance..,1,3333,Employment agents and contractors,0.4950350821018219,0.4950350821018219,3333,0.014544695615768433,True
10060,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Operate or tend equipment that roasts, bakes, dries, or cures food items such as cocoa and coffee beans, grains, nuts, and bakery products..",1,8160,Food and Related Products Machine Operators,0.7929911613464355,0.7929911613464355,8160,0.09417921304702759,True
10061,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Set temperature and time controls, light ovens, burners, driers, or roasters, and start equipment, such as conveyors, cylinders, blowers, driers, or pumps..",1,8182,Steam Engine and Boiler Operators,0.597091555595398,0.597091555595398,8182,0.007694602012634277,True
10062,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Observe flow of materials and listen for machine malfunctions, such as jamming or spillage, and notify supervisors if corrective actions fail..",1,3134,Petroleum and Natural Gas Refining Plant Operators,0.6902642250061035,0.6902642250061035,3134,0.0030108094215393066,True
10063,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Record production data, such as weight and amount of product processed, type of product, and time and temperature of processing..",1,8131,Chemical Products Plant and Machine Operators,0.5824826955795288,0.5824826955795288,8131,0.016643106937408447,True
10064,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Weigh or measure products, using scale hoppers or scale conveyors..",1,8131,Chemical Products Plant and Machine Operators,0.6152542233467102,0.6152542233467102,8131,0.001698613166809082,True
10065,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Read work orders to determine quantities and types of products to be baked, dried, or roasted..",1,7512,"Bakers, Pastry-cooks and Confectionery Makers",0.6145309805870056,0.6145309805870056,7512,0.03130573034286499,True
10066,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Take product samples during or after processing for laboratory analyses..",1,7515,Food and Beverage Tasters and Graders,0.5791181325912476,0.5791181325912476,7515,0.02007347345352173,True
10067,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Fill or remove product from trays, carts, hoppers, or equipment, using scoops, peels, or shovels, or by hand..",1,9321,Hand Packers,0.6134248971939087,0.6134248971939087,9321,0.028800010681152344,True
10068,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Open valves, gates, or chutes or use shovels to load or remove products from ovens or other equipment..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.650077223777771,0.650077223777771,9329,0.06052041053771973,True
10069,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Clean equipment with steam, hot water, and hoses..",1,9129,Other Cleaning Workers,0.6999548077583313,0.6999548077583313,9129,0.0880279541015625,True
1007,"Occupation: Human Resources Managers. Contract with vendors to provide employee services, such as food service, transportation, or relocation service..",1,3333,Employment agents and contractors,0.5707782506942749,0.5707782506942749,3333,0.0036842823028564453,True
10070,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Clear or dislodge blockages in bins, screens, or other equipment, using poles, brushes, or mallets..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.5348707437515259,0.5348707437515259,9329,0.039502620697021484,True
10071,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Push racks or carts to transfer products to storage, cooling stations, or the next stage of processing..",1,9333,Freight Handlers,0.6778856515884399,0.6778856515884399,9333,0.038442909717559814,True
10072,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Start conveyors to move roasted grain to cooling pans and agitate grain with rakes as blowers force air through perforated bottoms of pans..",1,8160,Food and Related Products Machine Operators,0.5913788676261902,0.5913788676261902,8160,0.06738036870956421,True
10073,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Smooth out products in bins, pans, trays, or conveyors, using rakes or shovels..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.5923593044281006,0.5923593044281006,9329,0.03910106420516968,True
10074,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Install equipment, such as spray units, cutting blades, or screens, using hand tools..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.5314733982086182,0.5314733982086182,9329,0.018840014934539795,True
10075,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Test products for moisture content, using moisture meters..",1,7543,Product Graders and Testers (except Foods and Beverages),0.5156790018081665,0.5156790018081665,7543,0.010029435157775879,True
10076,"Occupation: Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders. Signal coworkers to synchronize flow of materials..",1,4322,Production Clerks,0.39052724838256836,0.39052724838256836,4322,0.012219548225402832,True
10078,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Measure and inspect machined parts to ensure conformance to product specifications..",1,7543,Product Graders and Testers (except Foods and Beverages),0.7447206974029541,0.7447206974029541,7543,0.002951681613922119,True
10079,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Read work orders or blueprints to determine specified tolerances and sequences of operations for machine setup..",1,2141,Industrial and Production Engineers,0.5954024195671082,0.5954024195671082,2141,0.009862840175628662,True
1008,Occupation: Training and Development Managers. Conduct orientation sessions and arrange on-the-job training for new hires..,1,2424,Training and Staff Development Professionals,0.6860135793685913,0.6860135793685913,2424,0.003146529197692871,True
10080,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Start machines to produce sample workpieces, and observe operations to detect machine malfunctions and to verify that machine setups conform to specifications..",1,8121,Metal Processing Plant Operators,0.6905530095100403,0.6905530095100403,8121,0.016372323036193848,True
10081,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Remove dies from machines when production runs are finished..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.4481925368309021,0.4481925368309021,9329,0.017370223999023438,True
10082,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Turn handles or knobs to set pressures and depths of ram strokes and to synchronize machine operations..",1,7223,Metal Working Machine Tool Setters and  Operators,0.5624055862426758,0.5624055862426758,7223,0.023226618766784668,True
10083,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Confer with other workers about machine setups and operational specifications..",1,3122,Manufacturing Supervisors,0.6759894490242004,0.6759894490242004,3122,0.015430867671966553,True
10084,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Repair, maintain, and replace parts on dies..",1,7222,Toolmakers and Related Workers,0.644038736820221,0.644038736820221,7222,0.025605082511901855,True
10085,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Set up, operate, or tend presses and forging machines to perform hot or cold forging by flattening, straightening, bending, cutting, piercing, or other operations to taper, shape, or form metal..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.7116440534591675,0.7116440534591675,7221,0.047939956188201904,True
10086,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Position and move metal wires or workpieces through a series of dies that compress and shape stock to form die impressions..",1,7222,Toolmakers and Related Workers,0.7093197107315063,0.7093197107315063,7222,0.025679290294647217,True
10087,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Install, adjust, and remove dies, synchronizing cams, forging hammers, and stop guides, using overhead cranes or other hoisting devices, and hand tools..",1,7215,Riggers and Cable Splicers,0.647794246673584,0.647794246673584,7215,0.01793062686920166,True
10088,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Select, align, and bolt positioning fixtures, stops, and specified dies to rams and anvils, forging rolls, or presses and hammers..",1,7222,Toolmakers and Related Workers,0.7231214046478271,0.7231214046478271,7222,0.056189119815826416,True
10089,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Trim and compress finished forgings to specified tolerances..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.5663865804672241,0.5663865804672241,7221,0.05473494529724121,True
1009,"Occupation: Training and Development Managers. Evaluate instructor performance and the effectiveness of training programs, providing recommendations for improvement..",1,2351,Education Methods Specialists,0.6397825479507446,0.6397825479507446,2351,0.002742767333984375,True
10090,"Occupation: Forging Machine Setters, Operators, and Tenders, Metal and Plastic. Sharpen cutting tools and drill bits, using bench grinders..",1,7224,"Metal Polishers, Wheel Grinders and Tool Sharpeners",0.5122607946395874,0.5122607946395874,7224,0.07458800077438354,True
10091,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Adjust and correct machine set-ups to reduce thicknesses, reshape products, and eliminate product defects..",1,7223,Metal Working Machine Tool Setters and  Operators,0.604505181312561,0.604505181312561,7223,0.0007011890411376953,True
10092,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Monitor machine cycles and mill operation to detect jamming and to ensure that products conform to specifications..",1,8121,Metal Processing Plant Operators,0.634666919708252,0.634666919708252,8121,0.01845628023147583,True
10093,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Examine, inspect, and measure raw materials and finished products to verify conformance to specifications..",1,7543,Product Graders and Testers (except Foods and Beverages),0.7722164392471313,0.7722164392471313,7543,0.0810125470161438,True
10094,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Read rolling orders, blueprints, and mill schedules to determine setup specifications, work sequences, product dimensions, and installation procedures..",1,2141,Industrial and Production Engineers,0.6150903701782227,0.6150903701782227,2141,0.014892816543579102,True
10095,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Manipulate controls and observe dial indicators to monitor, adjust, and regulate speeds of machine mechanisms..",1,7223,Metal Working Machine Tool Setters and  Operators,0.6081950664520264,0.6081950664520264,7223,0.0065958499908447266,True
10096,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Start operation of rolling and milling machines to flatten, temper, form, and reduce sheet metal sections and to produce steel strips..",1,7223,Metal Working Machine Tool Setters and  Operators,0.6923992037773132,0.6923992037773132,7223,0.033100903034210205,True
10097,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Set distance points between rolls, guides, meters, and stops, according to specifications..",1,7311,Precision-instrument Makers and Repairers,0.3493359088897705,0.3493359088897705,7311,0.0009313821792602539,True
10098,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Thread or feed sheets or rods through rolling mechanisms, or start and control mechanisms that automatically feed steel into rollers..",1,8151,"Fibre Preparing, Spinning and Winding Machine Operators",0.6344411969184875,0.6344411969184875,8151,0.03154939413070679,True
10099,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Position, align, and secure arbors, spindles, coils, mandrels, dies, and slitting knives..",1,7222,Toolmakers and Related Workers,0.6858046054840088,0.6858046054840088,7222,0.01397550106048584,True
101,"Occupation: Training and Development Specialists. Evaluate training materials prepared by instructors, such as outlines, text, or handouts..",1,2320,Vocational Education Teachers,0.5759839415550232,0.5759839415550232,2320,4.1961669921875e-05,True
1010,Occupation: Training and Development Managers. Develop testing and evaluation procedures..,1,2519,Software and Applications Developers and Analysts Not Elsewhere Classified,0.6449318528175354,0.6449318528175354,2519,0.06365853548049927,True
10100,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Direct and train other workers to change rolls, operate mill equipment, remove coils and cobbles, and band and load material..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.6813538670539856,0.6813538670539856,9329,0.01372063159942627,True
10101,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Fill oil cups, adjust valves, and observe gauges to control flow of metal coolants and lubricants onto workpieces..",1,3134,Petroleum and Natural Gas Refining Plant Operators,0.6962034702301025,0.6962034702301025,3134,0.02761775255203247,True
10102,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Record mill production on schedule sheets..",1,4322,Production Clerks,0.596013069152832,0.596013069152832,4322,0.025423109531402588,True
10103,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Install equipment such as guides, guards, gears, cooling equipment, and rolls, using hand tools..",1,8211,Mechanical Machinery Assemblers,0.5983404517173767,0.5983404517173767,8211,0.0016701221466064453,True
10104,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Signal and assist other workers to remove and position equipment, fill hoppers, and feed materials into machines..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.774236798286438,0.774236798286438,9329,0.07858645915985107,True
10105,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Calculate draft space and roll speed for each mill stand to plan rolling sequences and specified dimensions and tempers..",1,8172,Wood Processing Plant Operators,0.4492243826389313,0.4492243826389313,8172,0.025729507207870483,True
10106,"Occupation: Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabricate products..",1,7222,Toolmakers and Related Workers,0.5440027117729187,0.5440027117729187,7222,0.05460047721862793,True
